user,total_logons,unique_pcs,first_seen,last_seen,active_days,offhour_logons,weekend_logons
YWW0660,522,1,2010-01-04 09:06:00,2011-01-14 21:11:00,261,261,0
ZCF0590,692,1,2010-01-04 08:26:00,2011-05-16 18:30:00,346,346,0
ZDW0859,991,18,2010-01-04 07:45:00,2011-05-16 17:44:00,346,364,0
ZFM0468,692,1,2010-01-04 07:57:00,2011-05-16 17:59:00,346,345,0
ZJE0857,786,2,2010-01-04 07:35:00,2011-05-16 17:42:00,367,380,34
ZJS0269,692,1,2010-01-04 07:12:00,2011-05-16 17:13:00,346,346,0
ZKS0899,770,2,2010-01-04 09:12:00,2011-05-16 18:07:00,346,346,0
ZMC0284,692,1,2010-01-04 09:09:00,2011-05-16 18:29:00,346,346,0
ZSB0649,692,1,2010-01-04 09:01:00,2011-05-16 21:16:00,346,346,0
ZSK0258,692,1,2010-01-04 07:45:00,2011-05-16 16:59:00,346,346,0
ZSL0305,692,1,2010-01-04 08:54:00,2011-05-16 17:55:00,346,175,0
